41	14	18	23	70	65	36	45	103	21	17	26	121	74	41	84	121	119	7	8	117	121	24	30	15	23	1	1	19	33	3	2	35	2	2	12	78	52	31	57	121	30	5	52	121	79	21	113	121	107	8	21	102	121	13	27	2	9	1	0	4	13	1	0	3	0	0	4	16	12	7	11	56	29	6	22	101	56	10	29	42	20	8	25	57	29	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	4	1	0	1	1	2	2	3	4	1	0	0	0	0	0	0	0	0	0	0	100011
35	27	56	17	15	30	65	30	38	24	85	32	40	15	42	24	20	18	112	37	12	9	39	19	9	20	96	17	10	10	28	11	21	12	50	17	48	27	40	9	115	25	52	47	115	33	23	21	76	60	103	46	78	44	65	41	32	46	81	62	43	40	67	40	28	17	71	27	46	59	33	31	80	20	35	25	115	29	34	53	33	23	54	21	41	17	70	27	19	20	63	28	19	24	60	20	22	27	32	25	25	23	45	29	19	11	9	5	54	26	63	31	9	9	17	7	24	26	115	25	14	14	32	22	54	46	62	19	100012
12	17	9	5	8	17	17	11	19	27	23	18	22	45	28	14	9	7	10	9	8	11	11	11	46	24	10	10	11	10	12	41	12	27	42	22	56	39	19	15	63	58	39	32	56	67	55	44	52	46	41	43	65	79	71	51	105	41	33	35	38	47	47	61	13	19	32	20	16	14	18	15	63	71	70	52	39	44	57	65	46	60	69	79	72	61	67	103	102	50	51	40	21	42	75	71	17	21	10	8	4	7	11	14	41	62	26	34	36	44	29	36	41	105	36	35	52	105	56	54	78	48	55	41	13	56	28	19	100013
37	40	14	2	6	6	10	30	71	17	12	14	76	29	7	15	53	17	12	44	105	58	11	10	9	6	4	25	56	20	4	5	10	67	74	9	2	5	8	3	127	71	72	25	50	22	6	17	75	16	14	58	127	64	14	12	6	5	10	27	67	26	6	5	3	10	39	28	9	24	12	4	127	36	44	46	34	13	7	25	99	16	14	93	127	39	10	12	27	4	8	22	50	18	18	68	0	0	12	13	2	1	3	2	127	8	6	17	46	20	6	35	71	7	11	40	127	57	7	12	127	9	6	11	28	12	10	88	100014
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	18	10	17	15	17	12	117	80	91	81	107	77	86	77	27	14	19	22	25	16	18	22	0	0	0	0	0	0	0	0	47	29	51	38	37	34	53	41	139	139	139	139	139	139	139	139	62	59	47	40	66	62	49	43	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	4	2	3	3	4	3	3	3	1	1	0	0	2	2	1	0	100015
20	5	2	12	17	4	4	12	8	0	0	7	9	1	2	9	3	0	0	0	5	1	0	4	0	0	0	0	0	0	0	0	50	23	18	48	47	11	8	38	84	36	9	25	66	15	8	46	78	28	2	8	110	32	16	31	7	8	0	0	2	43	13	4	61	19	34	110	46	49	42	103	110	37	21	90	69	34	47	89	110	61	8	25	110	33	13	17	33	110	6	2	20	110	14	3	50	19	29	110	28	4	6	103	54	73	90	62	18	46	52	67	41	60	44	20	30	85	50	14	19	72	18	5	19	49	21	4	100016
50	18	11	24	27	19	27	48	62	29	29	67	78	26	25	50	59	32	26	46	72	40	26	41	52	36	23	22	40	44	20	23	80	50	26	56	61	39	19	41	78	39	37	71	96	51	36	56	101	51	31	49	78	69	32	44	79	51	21	25	67	65	22	28	72	39	22	43	74	43	27	41	75	45	29	52	67	45	39	50	71	43	24	44	71	54	34	37	50	54	23	39	68	44	19	26	37	17	17	38	51	27	21	36	48	39	27	43	42	31	26	39	38	36	32	43	49	38	18	21	18	18	18	24	26	20	13	13	100017
12	3	8	15	17	13	11	37	17	3	2	69	29	5	14	56	29	28	14	49	31	31	30	33	49	19	9	42	40	34	33	48	11	6	5	52	24	12	30	30	36	21	9	114	43	12	24	49	86	44	11	83	50	32	36	106	57	15	6	114	87	9	6	94	10	2	1	88	45	8	8	29	33	66	17	63	46	32	23	46	85	35	21	114	65	13	14	114	18	4	4	109	32	3	3	28	15	0	1	76	33	2	3	39	39	3	2	98	53	9	9	114	25	6	4	114	64	4	12	84	2	2	1	23	21	4	4	8	100018
66	9	10	90	66	7	8	89	110	23	12	85	110	12	4	64	89	23	12	35	110	21	13	55	110	53	9	25	98	22	6	19	42	9	19	77	30	2	3	34	110	21	12	103	84	6	2	35	110	37	15	56	110	15	5	36	110	32	10	30	109	23	4	20	1	0	1	4	3	0	0	1	61	8	2	21	28	0	0	11	101	13	4	53	99	6	1	21	110	22	7	24	74	17	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	1	0	1	27	7	0	2	11	4	1	4	100019
27	43	21	35	37	5	3	4	45	70	28	56	48	10	6	12	24	38	5	3	3	2	4	9	2	2	2	2	4	4	2	2	63	55	17	30	46	37	60	79	55	72	22	60	103	76	85	34	100	97	22	25	25	15	12	29	20	39	32	22	18	20	25	20	13	4	4	3	2	8	13	19	31	10	19	39	103	76	28	34	89	63	60	34	46	31	14	56	20	47	19	15	23	20	14	10	44	48	26	7	4	3	3	7	20	26	102	74	83	103	52	21	66	81	101	40	83	89	61	50	76	103	16	3	18	26	21	18	100020
12	20	16	17	19	24	16	9	22	28	17	23	36	38	20	13	62	28	16	19	50	40	24	34	82	97	109	60	59	69	58	96	22	26	21	23	54	56	27	15	109	64	55	51	96	97	67	105	109	37	29	52	109	105	82	95	20	14	12	8	26	44	56	46	7	5	5	12	33	21	9	8	99	52	53	41	55	40	20	51	109	51	43	56	105	56	26	31	14	6	4	8	10	11	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100021
75	19	5	19	68	20	6	23	63	17	8	33	102	27	5	14	77	15	4	19	102	21	6	18	70	14	2	10	54	16	5	19	77	27	11	29	83	24	12	37	62	24	11	41	108	29	6	24	108	18	5	32	108	28	5	34	108	23	2	23	108	18	5	17	85	31	8	43	88	14	5	34	81	13	6	43	108	35	9	37	108	23	9	39	89	19	4	27	60	16	4	25	85	11	4	17	64	14	4	25	50	6	2	17	46	9	4	32	87	19	8	24	79	18	5	28	73	14	5	24	59	9	4	21	70	16	4	27	100022
45	34	4	4	37	47	1	1	28	36	14	10	116	129	13	10	9	17	16	11	14	30	23	13	6	10	7	7	9	10	10	8	35	22	2	4	50	56	9	6	105	64	16	15	82	129	22	75	24	29	31	22	92	129	37	39	10	13	21	9	12	13	15	13	43	34	19	25	88	37	7	6	129	103	16	35	54	40	5	29	45	51	25	84	129	129	16	17	15	14	10	14	34	74	12	9	18	17	11	19	51	17	1	1	55	30	6	6	13	7	5	11	39	18	7	18	92	63	12	12	7	9	7	15	72	67	9	3	100023
34	44	63	28	17	14	27	27	20	44	55	31	68	63	13	22	18	48	47	41	27	27	13	23	50	64	59	51	28	30	6	5	15	29	55	18	24	20	103	65	35	49	67	29	103	48	62	74	60	31	22	27	96	81	17	49	26	18	18	11	39	45	23	37	57	38	30	49	21	15	58	36	21	20	59	102	101	29	31	31	90	44	53	57	47	20	8	48	47	16	11	56	57	44	19	41	59	34	26	37	57	33	13	30	15	4	19	67	91	17	27	23	76	30	27	34	25	7	38	50	45	15	17	79	49	9	32	59	100024
57	3	2	12	15	1	1	11	31	1	0	34	81	6	4	20	5	0	0	4	20	8	3	10	1	1	0	0	1	0	0	0	102	127	40	40	39	26	5	16	127	71	20	127	127	44	11	120	60	3	5	25	127	99	10	57	6	3	1	3	6	2	1	3	18	50	21	18	66	52	5	4	127	112	72	69	92	9	1	38	39	35	50	104	127	18	2	12	4	2	2	5	5	2	1	4	25	4	3	7	80	90	6	5	30	13	7	7	58	11	1	6	3	4	6	9	4	1	1	6	2	0	0	1	4	7	6	8	100025
16	30	36	28	45	73	72	27	32	110	65	26	56	33	14	7	5	24	76	56	59	13	14	12	30	10	9	16	17	9	11	48	24	57	86	85	88	37	33	25	54	59	23	33	44	32	110	110	32	23	35	24	71	101	88	50	33	16	10	14	10	12	22	29	6	7	20	9	33	110	87	12	58	110	61	25	37	37	28	41	22	36	76	77	66	26	30	34	30	30	38	25	13	17	31	29	2	2	5	46	110	89	23	3	17	7	7	20	69	36	17	31	10	8	15	17	9	11	22	22	18	9	11	7	5	12	30	33	100026
9	7	2	9	11	6	6	11	15	7	4	10	18	3	3	10	12	10	5	8	18	8	5	11	11	4	1	4	10	4	2	5	58	27	17	52	63	29	23	60	79	40	23	59	103	28	33	70	78	41	29	59	100	41	34	68	89	37	12	29	73	34	19	36	59	28	33	53	57	26	22	43	98	62	33	68	103	41	36	53	83	38	31	88	89	32	30	65	103	58	20	49	92	47	25	38	38	16	17	33	43	20	22	33	70	29	24	53	76	33	28	59	54	20	20	54	66	25	19	49	63	38	27	38	59	32	25	46	100027
1	1	10	1	1	9	81	3	1	2	7	1	1	13	55	5	1	2	7	1	1	8	42	5	0	1	3	1	1	5	22	2	2	1	1	3	25	53	115	11	54	12	2	7	87	101	115	43	33	12	9	15	56	70	115	30	4	7	21	17	19	50	98	6	3	11	108	29	29	9	34	2	70	43	51	62	115	37	22	4	63	64	68	66	102	32	30	11	14	30	61	55	56	28	44	23	0	7	94	19	1	23	115	1	4	13	60	58	34	63	115	4	9	43	63	37	30	47	84	14	10	26	34	28	26	36	51	19	100028
1	0	0	0	1	0	0	1	29	10	16	108	70	0	0	3	38	22	143	96	30	0	0	4	1	12	147	18	1	1	1	1	1	0	0	1	8	0	0	1	98	1	2	72	147	6	1	12	99	4	14	30	125	34	10	26	6	3	17	3	2	7	34	28	1	0	0	0	14	0	0	0	117	7	1	8	147	14	1	10	110	18	9	13	102	41	20	47	10	17	28	14	27	19	35	49	1	0	0	0	7	1	0	0	71	21	3	8	147	26	0	0	80	42	34	51	92	4	0	3	7	35	57	13	14	7	10	7	100029
11	18	26	9	42	46	17	14	38	40	35	24	42	59	48	39	25	52	39	50	50	23	35	27	4	59	81	25	38	53	65	2	12	57	80	30	23	9	5	7	93	71	58	50	94	38	38	69	24	37	23	55	107	66	34	33	4	68	73	28	40	48	50	6	6	10	25	14	13	74	52	24	107	69	34	29	29	46	26	57	21	27	20	74	107	36	16	9	37	11	19	52	79	22	12	9	9	29	23	3	4	44	67	33	12	7	7	4	6	59	99	80	2	2	3	16	50	107	45	15	20	5	4	37	72	63	4	11	100030
41	27	46	58	32	24	56	44	46	50	59	57	32	33	70	64	44	28	38	61	38	29	44	71	16	19	40	59	28	15	11	19	78	22	22	57	71	14	6	38	103	53	45	61	86	26	16	44	73	46	46	93	61	21	17	24	19	33	53	70	40	26	15	15	103	20	11	41	89	13	8	51	92	25	13	37	98	32	15	47	53	24	21	59	84	29	25	36	41	15	24	39	44	24	36	48	82	25	11	31	58	16	13	36	66	22	22	58	75	36	20	46	33	41	34	49	45	20	17	23	22	22	25	20	18	14	29	22	100031
56	30	19	19	26	22	21	37	66	27	28	41	51	46	35	47	80	36	35	38	51	39	29	42	105	89	27	13	25	18	13	26	45	29	14	17	36	28	36	61	46	47	24	45	85	44	39	33	100	82	48	38	57	70	77	50	103	67	36	37	46	40	57	102	27	18	21	24	40	39	16	34	61	35	18	33	66	41	45	48	105	55	2	6	21	55	100	58	47	21	12	33	71	50	38	46	22	12	7	6	11	19	11	17	69	18	7	18	20	43	34	34	98	10	1	4	3	13	21	23	26	5	13	59	38	36	8	6	100032
0	0	0	0	0	0	0	0	125	34	4	6	19	6	4	53	112	82	26	50	125	36	12	39	117	123	14	17	40	28	8	6	0	0	0	0	0	0	0	0	125	15	1	5	49	17	8	121	110	16	2	20	125	111	52	64	125	46	36	35	61	51	10	16	0	0	0	0	0	0	0	0	125	51	4	16	40	2	1	9	99	46	6	42	125	24	4	7	52	24	4	4	72	42	3	4	0	0	0	0	0	0	0	0	22	1	0	1	3	1	0	3	11	5	0	3	12	2	0	1	1	1	0	0	3	0	0	0	100033
14	15	54	46	19	21	28	17	30	26	37	50	32	28	44	38	17	17	47	51	27	32	41	40	12	22	35	46	13	9	34	48	15	8	42	45	8	7	34	49	99	44	30	66	66	35	45	81	49	45	35	54	82	73	44	49	44	42	25	32	45	41	42	38	50	36	46	55	35	29	44	67	83	90	37	63	92	62	42	40	95	93	25	46	98	77	37	33	76	62	24	26	62	73	39	29	37	35	20	22	31	24	15	22	52	55	27	39	47	42	45	33	36	44	21	25	36	30	42	47	28	33	10	8	29	41	18	17	100034
5	5	10	9	8	9	8	5	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	53	114	80	59	59	61	41	89	20	21	25	74	19	19	37	32	9	5	8	35	10	4	8	2	1	1	4	6	3	3	5	74	28	38	21	31	28	42	44	117	44	58	69	117	59	75	101	65	25	33	34	65	31	36	62	6	3	4	20	29	11	30	45	117	42	47	57	99	75	70	94	117	20	20	69	117	24	36	102	34	5	5	34	57	12	34	96	1	0	1	21	33	2	6	10	100035
8	10	18	28	16	33	27	5	18	19	19	8	11	20	24	31	26	15	8	5	25	27	47	46	15	4	3	10	39	28	10	5	19	20	29	41	30	15	20	8	106	37	11	7	37	24	68	102	87	19	7	11	106	70	45	83	6	2	4	16	79	63	5	2	68	50	8	12	42	37	75	29	106	96	67	38	52	33	102	55	58	35	100	93	79	33	68	32	3	5	20	42	46	45	32	9	46	16	16	51	27	43	80	54	78	37	22	16	46	52	68	66	59	24	10	7	62	56	58	30	12	4	1	1	71	58	18	6	100036
21	14	10	29	58	16	14	14	58	40	33	42	45	22	23	22	63	50	37	20	22	11	30	43	34	15	27	34	32	58	13	10	56	37	40	31	77	48	14	25	67	53	43	27	69	82	52	41	52	89	74	22	27	21	103	42	57	22	38	47	44	26	39	32	103	23	19	38	94	42	28	41	87	28	23	53	99	49	25	49	103	18	16	40	87	12	12	77	61	24	22	39	66	28	20	45	53	30	29	37	44	33	28	27	79	19	18	49	64	25	5	35	87	12	9	28	59	12	10	51	41	12	16	35	41	27	17	25	100037
51	20	9	12	13	9	22	37	18	32	23	36	52	25	30	22	6	11	20	20	40	28	24	8	8	7	11	27	11	5	5	6	60	32	13	26	43	12	21	51	33	40	23	47	82	34	22	24	9	9	36	67	56	25	16	9	5	13	22	44	10	19	11	6	48	38	54	23	34	22	51	46	29	53	49	24	63	105	64	24	10	45	35	15	51	104	53	8	11	77	33	4	17	97	52	8	20	107	107	5	5	30	81	32	21	78	57	9	41	107	47	32	4	105	100	8	45	107	95	4	8	90	47	10	39	95	56	3	100038
33	40	34	43	110	9	3	13	82	17	12	28	57	7	2	22	71	12	12	47	47	6	4	40	60	12	7	31	111	8	10	39	43	12	9	18	65	15	7	13	66	19	11	9	50	15	11	28	111	19	10	30	84	15	7	63	85	21	12	31	111	7	11	45	61	7	2	24	70	12	2	10	86	25	8	20	44	12	10	26	108	15	8	64	87	10	6	67	91	20	18	47	111	5	14	59	64	6	2	17	48	2	0	9	79	12	14	36	52	3	2	36	98	8	5	61	55	3	1	55	73	15	12	64	111	2	7	45	100039
21	26	38	32	9	8	33	49	51	29	34	38	53	44	21	60	56	15	24	40	87	48	23	41	66	7	3	23	86	32	10	47	56	51	38	23	23	49	50	40	70	58	41	46	54	59	55	52	59	25	34	32	59	45	28	51	38	7	8	28	87	44	32	63	26	26	28	38	37	40	31	36	76	56	63	70	51	37	43	59	71	60	53	53	57	53	35	49	43	27	22	45	103	15	15	19	9	13	11	93	32	9	7	7	64	66	65	51	43	15	17	40	88	59	28	32	41	29	18	33	35	11	6	39	94	17	15	22	100040
37	36	52	31	30	41	41	31	50	41	50	41	48	39	44	41	57	28	37	41	46	31	35	34	20	21	39	50	48	37	42	28	47	27	52	79	30	20	38	70	61	42	57	75	74	34	49	76	60	34	60	70	69	32	60	50	39	32	54	64	54	46	44	44	40	43	59	39	20	14	30	41	74	66	71	44	89	34	54	56	78	40	34	39	96	32	33	38	48	28	38	44	76	41	35	31	35	27	25	21	14	14	22	25	57	41	50	29	47	21	35	33	61	29	28	31	71	23	19	29	30	15	18	34	45	17	12	12	100041
13	5	2	1	1	2	11	14	20	7	23	35	67	11	22	15	69	38	89	19	47	18	20	13	41	19	53	7	7	12	18	5	20	3	2	1	1	0	6	16	73	8	7	56	112	17	5	15	112	9	19	12	112	31	8	19	110	22	78	15	49	23	10	14	18	33	112	28	21	10	32	29	66	50	61	76	112	32	22	42	112	43	43	41	100	41	33	46	65	15	50	37	72	39	31	36	21	23	43	22	20	22	62	23	32	40	50	28	36	35	63	36	47	40	61	41	32	32	68	61	15	20	64	37	17	38	98	31	100042
52	25	24	21	35	29	16	45	50	32	34	15	13	15	33	61	14	29	68	14	11	62	40	22	18	13	27	28	49	31	14	25	76	44	70	44	25	71	33	39	107	104	56	42	99	60	18	14	103	68	37	22	66	32	14	29	17	26	33	41	52	33	29	28	25	41	44	27	33	107	59	9	107	55	38	35	70	64	41	45	107	18	18	44	66	27	11	38	26	96	29	49	58	46	34	12	10	65	46	21	31	44	13	13	30	28	18	19	22	27	32	54	19	14	28	58	39	42	23	15	30	73	14	32	30	42	18	10	100043
1	3	9	4	1	3	9	4	62	15	8	11	39	8	12	26	95	29	15	26	112	31	17	38	26	14	51	28	30	18	45	24	3	12	31	9	4	7	10	4	119	42	21	17	78	17	14	31	119	44	21	40	119	49	16	31	53	28	62	22	69	34	39	17	15	6	3	5	37	27	13	21	119	46	4	16	94	19	7	29	119	32	9	41	119	27	5	32	70	24	14	12	90	25	9	15	29	7	2	6	78	27	6	25	101	23	4	9	59	22	8	20	96	27	10	26	119	40	11	28	73	25	6	15	87	26	8	24	100044
8	16	49	4	5	4	28	22	16	11	36	79	100	5	11	23	21	12	7	20	48	13	5	22	10	10	12	15	9	4	1	5	2	7	31	9	39	29	126	12	61	10	13	52	126	64	65	50	25	11	16	50	74	48	20	23	11	7	19	43	12	2	4	13	0	0	95	49	67	21	107	2	30	24	57	106	126	73	24	11	17	13	36	125	35	13	6	16	41	4	6	13	8	6	15	58	0	0	126	126	6	6	32	1	1	0	48	126	78	17	7	2	17	11	7	13	14	5	7	49	57	14	12	12	15	28	26	102	100045
26	21	24	38	32	37	40	35	72	74	26	32	29	33	36	45	37	57	19	57	92	61	15	29	37	60	46	38	31	28	17	50	33	31	28	45	59	28	24	35	81	82	45	46	53	56	49	56	39	38	48	84	98	58	26	36	82	25	28	33	37	17	22	89	26	38	26	31	65	25	28	33	65	60	48	40	45	30	22	44	49	38	33	45	86	58	38	52	52	58	31	26	34	26	22	53	32	34	14	29	40	23	27	27	71	36	16	21	43	30	22	60	52	47	23	35	84	48	48	52	45	35	27	17	52	42	31	39	100046
18	19	14	15	19	13	6	10	19	25	57	29	23	13	9	14	10	31	21	5	7	4	2	3	2	3	1	1	1	1	2	1	57	7	9	25	86	12	6	27	135	14	28	31	135	25	9	37	135	44	14	5	110	13	3	13	16	6	2	3	1	1	1	2	60	14	11	10	99	17	12	29	135	47	57	49	135	37	34	24	135	26	24	19	114	14	17	14	16	8	18	29	4	2	5	2	5	8	10	12	40	22	19	10	51	66	57	58	91	81	96	38	84	29	29	34	33	21	45	46	14	19	71	44	23	19	55	8	100047
23	24	35	29	38	42	25	13	63	63	51	39	35	47	49	35	58	89	43	30	68	103	44	25	63	63	27	22	54	55	16	21	42	26	15	17	41	31	15	12	91	42	27	33	60	38	28	38	75	74	49	32	92	65	34	35	86	39	21	22	87	45	24	27	51	25	10	11	45	15	8	12	73	43	55	40	63	33	31	38	64	52	67	48	68	49	41	45	80	40	54	35	81	33	36	45	34	10	7	8	32	14	4	8	35	25	34	24	36	22	43	43	19	22	48	26	25	23	78	62	48	32	31	18	48	23	59	50	100048
10	70	92	110	14	85	119	83	45	8	103	119	31	8	71	119	5	74	58	45	29	71	51	9	7	30	31	36	5	20	36	25	51	54	79	91	70	25	13	25	48	15	40	76	17	9	25	71	21	49	25	9	45	72	28	10	34	25	17	33	46	26	4	32	56	27	5	28	82	28	12	14	43	65	36	11	16	34	25	10	27	13	40	80	30	8	15	31	26	12	12	31	33	4	39	78	3	16	31	28	3	21	18	15	4	41	53	20	9	49	30	17	11	2	34	34	5	9	30	106	20	0	1	3	0	0	18	67	100049
3	5	9	2	5	7	10	4	32	71	83	35	43	52	94	44	50	84	94	41	51	49	90	51	65	66	67	53	67	82	58	35	0	0	0	0	1	1	1	0	37	44	46	45	45	29	32	46	82	92	73	81	96	52	51	89	50	67	59	64	90	51	38	36	0	0	0	0	0	0	0	0	19	17	16	22	21	16	12	24	79	67	55	79	90	45	32	84	42	43	31	48	83	33	18	30	0	0	0	0	0	0	0	0	4	3	3	6	6	3	1	5	51	28	23	53	57	17	9	44	26	21	18	28	39	14	10	20	100050
3	3	2	2	2	1	0	1	69	62	9	13	107	25	3	3	94	34	10	23	106	40	8	17	5	1	2	23	42	12	2	8	11	6	8	16	80	43	2	3	117	63	11	27	61	44	24	26	64	21	7	24	88	76	28	24	2	1	1	15	53	17	3	4	108	42	12	33	117	107	2	15	117	62	19	40	74	44	9	49	65	32	17	45	103	56	15	21	4	4	2	6	55	29	5	10	68	88	17	13	84	74	14	18	94	21	6	8	55	108	32	35	50	10	1	2	40	39	8	7	4	6	2	6	56	25	3	3	100051
4	6	2	1	2	2	1	2	47	79	10	1	2	2	1	6	12	46	14	2	0	0	0	0	1	6	11	3	1	3	1	0	3	3	2	3	1	0	0	3	76	82	19	14	18	12	23	37	77	109	99	36	56	67	80	76	7	48	109	22	26	46	28	8	3	8	55	11	5	23	85	23	58	56	58	42	29	30	64	26	79	109	109	95	74	55	69	66	15	35	94	53	46	48	44	32	1	4	31	6	30	92	32	6	6	16	19	9	18	45	25	38	24	44	3	4	7	18	109	109	5	5	9	51	58	59	85	41	100052
56	17	7	12	21	24	37	40	60	21	20	53	29	20	32	30	52	60	53	73	26	7	9	7	21	40	42	45	42	30	27	21	42	24	35	53	24	22	30	48	72	22	20	74	108	27	19	46	78	53	36	26	74	21	20	35	23	46	58	32	51	39	23	29	18	20	28	78	85	49	22	23	108	102	17	36	108	31	9	24	92	45	27	15	101	35	18	61	57	26	35	26	105	50	19	50	13	9	10	58	108	50	22	18	35	43	18	35	37	27	35	15	62	39	21	25	36	10	11	42	42	24	18	32	72	29	14	22	100053
38	3	0	7	99	5	0	3	114	13	1	13	114	44	5	23	114	31	6	6	114	65	18	29	89	42	21	13	73	63	27	20	16	6	12	19	105	10	9	4	107	44	73	54	114	37	47	32	114	46	71	65	114	62	40	44	87	30	63	44	78	52	29	29	7	0	4	7	55	4	1	2	56	13	20	11	58	12	2	7	98	10	6	8	104	32	4	17	81	29	1	1	77	50	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	100054
